,data,year,row_number
8183,Out,2018,263
8184,Out,2018,264
8185,Out,2018,265
8186,Questionable,2018,893
8187,Out,2018,266
8188,Out,2018,267
8189,Questionable,2018,894
8190,Out,2018,268
8191,Out,2018,269
8192,Questionable,2018,895
8193,Questionable,2018,896
8194,Questionable,2018,897
8195,Questionable,2018,898
8196,Out,2018,270
8197,Out,2018,271
8198,Out,2018,272
8199,Out,2018,273
8200,Out,2018,274
8201,Out,2018,275
8202,Questionable,2018,899
8203,Out,2018,276
8204,Out,2018,277
8205,Out,2018,278
8206,Out,2018,279
8207,Questionable,2018,900
8208,Questionable,2018,901
8209,Questionable,2018,902
8210,Questionable,2018,903
8211,Questionable,2018,904
8212,Questionable,2018,905
8213,Questionable,2018,906
8214,Questionable,2018,907
8215,Out,2018,280
8216,Out,2018,281
8217,Out,2018,282
8218,Out,2018,283
8219,Questionable,2018,908
8220,Questionable,2018,909
8221,Out,2018,284
8222,Out,2018,285
8223,Questionable,2018,910
8224,Questionable,2018,911
8225,Out,2018,286
8226,Questionable,2018,912
8227,Out,2018,287
8228,Out,2018,288
8229,Out,2018,289
8230,Out,2018,290
8231,Questionable,2018,913
8232,Questionable,2018,914
8233,Questionable,2018,915
8234,Questionable,2018,916
8235,Questionable,2018,917
8236,Questionable,2018,918
8237,Questionable,2018,919
8238,Questionable,2018,920
8239,Questionable,2018,921
8240,Questionable,2018,922
8241,Out,2018,291
8242,Out,2018,292
8243,Out,2018,293
8244,Questionable,2018,923
8245,Out,2018,294
8246,Questionable,2018,924
8247,Out,2018,295
8248,Questionable,2018,925
8249,Out,2018,296
8250,Questionable,2018,926
8251,Questionable,2018,927
8252,Out,2018,297
8253,Questionable,2018,928
8254,Questionable,2018,929
8255,Questionable,2018,930
8256,Questionable,2018,931
8257,Questionable,2018,932
8258,Questionable,2018,933
8259,Questionable,2018,934
8260,Questionable,2018,935
8261,Out,2018,298
8262,Questionable,2018,936
8263,Out,2018,299
8264,Out,2018,300
8265,Out,2018,301
8266,Out,2018,302
8267,Out,2018,303
8268,Out,2018,304
8269,Questionable,2018,937
8270,Out,2018,305
8271,Out,2018,306
8272,Questionable,2018,938
8273,Questionable,2018,939
8274,Questionable,2018,940
8275,Questionable,2018,941
8276,Questionable,2018,942
8277,Questionable,2018,943
8278,Out,2018,307
8279,Questionable,2018,944
8280,Questionable,2018,945
8281,Out,2018,308
8282,Questionable,2018,946
8283,Questionable,2018,947
8284,Questionable,2018,948
8285,Questionable,2018,949
8286,Out,2018,309
8287,Questionable,2018,950
8288,Out,2018,310
8289,Questionable,2018,951
8290,Questionable,2018,952
8291,Questionable,2018,953
8292,Out,2018,311
8293,Questionable,2018,954
8294,Out,2018,312
8295,Out,2018,313
8296,Out,2018,314
8297,Questionable,2018,955
8298,Out,2018,315
8299,Out,2018,316
8300,Questionable,2018,956
8301,Questionable,2018,957
8302,Questionable,2018,958
8303,Questionable,2018,959
8304,Questionable,2018,960
8305,Out,2018,317
8306,Out,2018,318
8307,Questionable,2018,961
8308,Questionable,2018,962
8309,Out,2018,319
8310,Out,2018,320
8311,Questionable,2018,963
8312,Questionable,2018,964
8313,Questionable,2018,965
8314,Questionable,2018,966
8315,Questionable,2018,967
8316,Questionable,2018,968
8317,Questionable,2018,969
8318,Questionable,2018,970
8319,Questionable,2018,971
8320,Questionable,2018,972
8321,Questionable,2018,973
8322,Questionable,2018,974
8323,Questionable,2018,975
8324,Out,2018,321
8325,Questionable,2018,976
8326,Questionable,2018,977
8327,Questionable,2018,978
8328,Questionable,2018,979
8329,Questionable,2018,980
8330,Questionable,2018,981
8331,Questionable,2018,982
8332,Questionable,2018,983
8333,Questionable,2018,984
8334,Questionable,2018,985
8335,Questionable,2018,986
8336,Out,2018,322
8337,Out,2018,323
8338,Out,2018,324
8339,Out,2018,325
8340,Out,2018,326
8341,Out,2018,327
8342,Out,2018,328
8343,Questionable,2018,987
8344,Questionable,2018,988
8345,Out,2018,329
8346,Out,2018,330
8347,Out,2018,331
8348,Questionable,2018,989
8349,Questionable,2018,990
8350,Questionable,2018,991
8351,Out,2018,332
8352,Questionable,2018,992
8353,Questionable,2018,993
8354,Questionable,2018,994
8355,Out,2018,333
8356,Out,2018,334
8357,Out,2018,335
8358,Out,2018,336
8359,Questionable,2018,995
8360,Out,2018,337
8361,Questionable,2018,996
8362,Out,2018,338
8363,Questionable,2018,997
8364,Out,2018,339
8365,Out,2018,340
8366,Out,2018,341
8367,Out,2018,342
8368,Out,2018,343
8369,Questionable,2018,998
8370,Out,2018,344
8371,Out,2018,345
8372,Out,2018,346
8373,Out,2018,347
8374,Out,2018,348
8375,Out,2018,349
8376,Out,2018,350
8377,Out,2018,351
8378,Questionable,2018,999
8379,Questionable,2018,1000
8380,Questionable,2018,1001
8381,Out,2018,352
8382,Questionable,2018,1002
8383,Out,2018,353
8384,Questionable,2018,1003
8385,Questionable,2018,1004
8386,Questionable,2018,1005
8387,Questionable,2018,1006
8388,Questionable,2018,1007
8389,Questionable,2018,1008
8390,Questionable,2018,1009
8391,Questionable,2018,1010
8392,Questionable,2018,1011
8393,Questionable,2018,1012
8394,Questionable,2018,1013
8395,Questionable,2018,1014
8396,Out,2018,354
8397,Out,2018,355
8398,Questionable,2018,1015
8399,Out,2018,356
8400,Out,2018,357
8401,Questionable,2018,1016
8402,Out,2018,358
8403,Out,2018,359
8404,Out,2018,360
8405,Questionable,2018,1017
8406,Questionable,2018,1018
8407,Out,2018,361
8408,Questionable,2018,1019
8409,Questionable,2018,1020
8410,Out,2018,362
8411,Questionable,2018,1021
8412,Questionable,2018,1022
8413,Questionable,2018,1023
8414,Out,2018,363
8415,Questionable,2018,1024
8416,Out,2018,364
8417,Out,2018,365
8418,Questionable,2018,1025
8419,Out,2018,366
8420,Out,2018,367
8421,Out,2018,368
8422,Questionable,2018,1026
8423,Out,2018,369
8424,Out,2018,370
8425,Questionable,2018,1027
8426,Out,2018,371
8427,Questionable,2018,1028
8428,Questionable,2018,1029
8429,Out,2018,372
8430,Out,2018,373
8431,Questionable,2018,1030
8432,Questionable,2018,1031
8433,Questionable,2018,1032
8434,Questionable,2018,1033
8435,Questionable,2018,1034
8436,Out,2018,374
8437,Out,2018,375
8438,Questionable,2018,1035
8439,Out,2018,376
8440,Questionable,2018,1036
8441,Questionable,2018,1037
8442,Questionable,2018,1038
8443,Questionable,2018,1039
8444,Out,2018,377
8445,Questionable,2018,1040
8446,Out,2018,378
8447,Out,2018,379
8448,Questionable,2018,1041
8449,Questionable,2018,1042
8450,Questionable,2018,1043
8451,Questionable,2018,1044
8452,Questionable,2018,1045
8453,Out,2018,380
8454,Out,2018,381
8455,Out,2018,382
8456,Out,2018,383
8457,Out,2018,384
8458,Questionable,2018,1046
8459,Questionable,2018,1047
8460,Out,2018,385
8461,Questionable,2018,1048
8462,Out,2018,386
8463,Questionable,2018,1049
8464,Questionable,2018,1050
8465,Out,2018,387
8466,Questionable,2018,1051
8467,Questionable,2018,1052
8468,Out,2018,388
8469,Out,2018,389
8470,Out,2018,390
8471,Out,2018,391
8472,Out,2018,392
8473,Out,2018,393
8474,Out,2018,394
8475,Out,2018,395
8476,Out,2018,396
8477,Out,2018,397
8478,Out,2018,398
8479,Out,2018,399
8480,Out,2018,400
8481,Questionable,2018,1053
8482,Out,2018,401
8483,Out,2018,402
8484,Out,2018,403
8485,Out,2018,404
8486,Out,2018,405
8487,Questionable,2018,1054
8488,Questionable,2018,1055
8489,Out,2018,406
8490,Questionable,2018,1056
8491,Questionable,2018,1057
8492,Questionable,2018,1058
8493,Out,2018,407
8494,Questionable,2018,1059
8495,Questionable,2018,1060
8496,Questionable,2018,1061
8497,Questionable,2018,1062
8498,Out,2018,408
8499,Out,2018,409
8500,Questionable,2018,1063
8501,Questionable,2018,1064
8502,Out,2018,410
8503,Out,2018,411
8504,Out,2018,412
8505,Out,2018,413
8506,Out,2018,414
8507,Out,2018,415
8508,Out,2018,416
8509,Out,2018,417
8510,Out,2018,418
8511,Out,2018,419
8512,Out,2018,420
8513,Questionable,2018,1065
8514,Questionable,2018,1066
8515,Questionable,2018,1067
8516,Out,2018,421
8517,Out,2018,422
8518,Questionable,2018,1068
8519,Questionable,2018,1069
8520,Questionable,2018,1070
8521,Out,2018,423
8522,Out,2018,424
8523,Out,2018,425
8524,Questionable,2018,1071
8525,Out,2018,426
8526,Questionable,2018,1072
8527,Questionable,2018,1073
8528,Out,2018,427
8529,Questionable,2018,1074
8530,Out,2018,428
8531,Out,2018,429
8532,Questionable,2018,1075
8533,Questionable,2018,1076
8534,Out,2018,430
8535,Out,2018,431
8536,Out,2018,432
8537,Questionable,2018,1077
8538,Out,2018,433
8539,Out,2018,434
8540,Questionable,2018,1078
8541,Questionable,2018,1079
8542,Questionable,2018,1080
8543,Out,2018,435
8544,Out,2018,436
8545,Questionable,2018,1081
8546,Out,2018,437
8547,Questionable,2018,1082
8548,Questionable,2018,1083
8549,Questionable,2018,1084
8550,Questionable,2018,1085
8551,Questionable,2018,1086
8552,Questionable,2018,1087
8553,Questionable,2018,1088
8554,Questionable,2018,1089
8555,Out,2018,438
8556,Questionable,2018,1090
8557,Questionable,2018,1091
8558,Questionable,2018,1092
8559,Questionable,2018,1093
8560,Questionable,2018,1094
8561,Out,2018,439
8562,Out,2018,440
8563,Out,2018,441
8564,Out,2018,442
8565,Out,2018,443
8566,Questionable,2018,1095
8567,Questionable,2018,1096
8568,Out,2018,444
8569,Questionable,2018,1097
8570,Questionable,2018,1098
8571,Questionable,2018,1099
8572,Questionable,2018,1100
8573,Questionable,2018,1101
8574,Questionable,2018,1102
8575,Out,2018,445
8576,Out,2018,446
8577,Out,2018,447
8578,Questionable,2018,1103
8579,Questionable,2018,1104
8580,Out,2018,448
8581,Out,2018,449
8582,Questionable,2018,1105
8583,Out,2018,450
8584,Out,2018,451
8585,Questionable,2018,1106
8586,Questionable,2018,1107
8587,Questionable,2018,1108
8588,Questionable,2018,1109
8589,Questionable,2018,1110
8590,Out,2018,452
8591,Out,2018,453
8592,Questionable,2018,1111
8593,Questionable,2018,1112
8594,Questionable,2018,1113
8595,Questionable,2018,1114
8596,Out,2018,454
8597,Out,2018,455
8598,Out,2018,456
8599,Questionable,2018,1115
8600,Questionable,2018,1116
8601,Questionable,2018,1117
8602,Out,2018,457
8603,Questionable,2018,1118
8604,Questionable,2018,1119
8605,Out,2018,458
8606,Questionable,2018,1120
8607,Out,2018,459
8608,Out,2018,460
8609,Questionable,2018,1121
8610,Out,2018,461
8611,Out,2018,462
8612,Questionable,2018,1122
8613,Questionable,2018,1123
8614,Questionable,2018,1124
8615,Questionable,2018,1125
8616,Questionable,2018,1126
8617,Out,2018,463
8618,Questionable,2018,1127
8619,Out,2018,464
8620,Questionable,2018,1128
8621,Questionable,2018,1129
8622,Out,2018,465
8623,Out,2018,466
8624,Questionable,2018,1130
8625,Questionable,2018,1131
8626,Questionable,2018,1132
8627,Questionable,2018,1133
8628,Questionable,2018,1134
8629,Out,2018,467
8630,Questionable,2018,1135
8631,Questionable,2018,1136
8632,Questionable,2018,1137
8633,Questionable,2018,1138
8634,Out,2018,468
8635,Out,2018,469
8636,Questionable,2018,1139
8637,Questionable,2018,1140
8638,Out,2018,470
8639,Out,2018,471
8640,Questionable,2018,1141
8641,Questionable,2018,1142
8642,Questionable,2018,1143
8643,Questionable,2018,1144
8644,Out,2018,472
8645,Questionable,2018,1145
8646,Questionable,2018,1146
8647,Questionable,2018,1147
8648,Out,2018,473
8649,Out,2018,474
8650,Questionable,2018,1148
8651,Questionable,2018,1149
8652,Out,2018,475
8653,Questionable,2018,1150
8654,Questionable,2018,1151
8655,Out,2018,476
8656,Out,2018,477
8657,Questionable,2018,1152
8658,Questionable,2018,1153
8659,Questionable,2018,1154
8660,Out,2018,478
8661,Out,2018,479
8662,Questionable,2018,1155
8663,Questionable,2018,1156
8664,Questionable,2018,1157
8665,Questionable,2018,1158
8666,Questionable,2018,1159
8667,Out,2018,480
8668,Questionable,2018,1160
8669,Questionable,2018,1161
8670,Questionable,2018,1162
8671,Out,2018,481
8672,Questionable,2018,1163
8673,Questionable,2018,1164
8674,Questionable,2018,1165
8675,Out,2018,482
8676,Out,2018,483
8677,Out,2018,484
8678,Out,2018,485
8679,Out,2018,486
8680,Questionable,2018,1166
8681,Out,2018,487
8682,Out,2018,488
8683,Questionable,2018,1167
8684,Questionable,2018,1168
8685,Questionable,2018,1169
8686,Questionable,2018,1170
8687,Out,2018,489
8688,Questionable,2018,1171
8689,Questionable,2018,1172
8690,Questionable,2018,1173
8691,Questionable,2018,1174
8692,Questionable,2018,1175
8693,Questionable,2018,1176
8694,Questionable,2018,1177
8695,Questionable,2018,1178
8696,Questionable,2018,1179
8697,Questionable,2018,1180
8698,Questionable,2018,1181
8699,Questionable,2018,1182
8700,Questionable,2018,1183
8701,Out,2018,490
8702,Questionable,2018,1184
8703,Questionable,2018,1185
8704,Out,2018,491
8705,Questionable,2018,1186
8706,Questionable,2018,1187
8707,Out,2018,492
8708,Out,2018,493
8709,Questionable,2018,1188
8710,Out,2018,494
8711,Questionable,2018,1189
8712,Out,2018,495
8713,Questionable,2018,1190
8714,Out,2018,496
8715,Questionable,2018,1191
8716,Questionable,2018,1192
8717,Questionable,2018,1193
8718,Out,2018,497
8719,Out,2018,498
8720,Out,2018,499
8721,Questionable,2018,1194
8722,Out,2018,500
8723,Questionable,2018,1195
8724,Out,2018,501
8725,Out,2018,502
8726,Out,2018,503
8727,Out,2018,504
8728,Out,2018,505
8729,Out,2018,506
8730,Questionable,2018,1196
8731,Questionable,2018,1197
8732,Out,2018,507
8733,Questionable,2018,1198
8734,Out,2018,508
8735,Questionable,2018,1199
8736,Questionable,2018,1200
8737,Out,2018,509
8738,Out,2018,510
8739,Questionable,2018,1201
8740,Questionable,2018,1202
8741,Questionable,2018,1203
8742,Questionable,2018,1204
8743,Questionable,2018,1205
8744,Questionable,2018,1206
8745,Questionable,2018,1207
8746,Questionable,2018,1208
8747,Out,2018,511
8748,Questionable,2018,1209
8749,Questionable,2018,1210
8750,Out,2018,512
8751,Questionable,2018,1211
8752,Questionable,2018,1212
8753,Questionable,2018,1213
8754,Questionable,2018,1214
8755,Questionable,2018,1215
8756,Out,2018,513
8757,Out,2018,514
8758,Out,2018,515
8759,Questionable,2018,1216
8760,Questionable,2018,1217
8761,Questionable,2018,1218
8762,Questionable,2018,1219
8763,Questionable,2018,1220
8764,Questionable,2018,1221
8765,Questionable,2018,1222
8766,Questionable,2018,1223
8767,Out,2018,516
8768,Questionable,2018,1224
8769,Questionable,2018,1225
8770,Questionable,2018,1226
8771,Questionable,2018,1227
8772,Questionable,2018,1228
8773,Questionable,2018,1229
8774,Questionable,2018,1230
8775,Questionable,2018,1231
8776,Out,2018,517
8777,Out,2018,518
8778,Out,2018,519
8779,Out,2018,520
8780,Out,2018,521
8781,Out,2018,522
8782,Questionable,2018,1232
8783,Questionable,2018,1233
8784,Questionable,2018,1234
8785,Questionable,2018,1235
8786,Out,2018,523
8787,Questionable,2018,1236
8788,Questionable,2018,1237
8789,Questionable,2018,1238
8790,Out,2018,524
8791,Questionable,2018,1239
8792,Questionable,2018,1240
8793,Questionable,2018,1241
8794,Out,2018,525
8795,Questionable,2018,1242
8796,Questionable,2018,1243
8797,Questionable,2018,1244
8798,Questionable,2018,1245
8799,Out,2018,526
8800,Out,2018,527
8801,Questionable,2018,1246
8802,Questionable,2018,1247
8803,Questionable,2018,1248
8804,Out,2018,528
8805,Questionable,2018,1249
8806,Out,2018,529
8807,Out,2018,530
8808,Questionable,2018,1250
8809,Questionable,2018,1251
8810,Questionable,2018,1252
8811,Questionable,2018,1253
8812,Questionable,2018,1254
8813,Questionable,2018,1255
8814,Questionable,2018,1256
8815,Questionable,2018,1257
8816,Questionable,2018,1258
8817,Questionable,2018,1259
8818,Questionable,2018,1260
8819,Questionable,2018,1261
8820,Questionable,2018,1262
8821,Questionable,2018,1263
8822,Out,2018,531
8823,Questionable,2018,1264
8824,Out,2018,532
8825,Questionable,2018,1265
8826,Questionable,2018,1266
8827,Questionable,2018,1267
8828,Out,2018,533
8829,Questionable,2018,1268
8830,Out,2018,534
8831,Out,2018,535
8832,Questionable,2018,1269
8833,Out,2018,536
8834,Out,2018,537
8835,Questionable,2018,1270
8836,Out,2018,538
8837,Out,2018,539
8838,Questionable,2018,1271
8839,Out,2018,540
8840,Out,2018,541
8841,Out,2018,542
8842,Questionable,2018,1272
8843,Out,2018,543
8844,Out,2018,544
8845,Out,2018,545
8846,Out,2019,1
8847,Questionable,2019,626
8848,Out,2019,2
8849,Questionable,2019,627
8850,Questionable,2019,628
8851,Questionable,2019,629
8852,Out,2019,3
8853,Questionable,2019,630
8854,Questionable,2019,631
8855,Questionable,2019,632
8856,Out,2019,4
8857,Questionable,2019,633
8858,Questionable,2019,634
8859,Questionable,2019,635
8860,Questionable,2019,636
8861,Questionable,2019,637
8862,Questionable,2019,638
8863,Questionable,2019,639
8864,Questionable,2019,640
8865,Questionable,2019,641
8866,Questionable,2019,642
8867,Questionable,2019,643
8868,Questionable,2019,644
8869,Questionable,2019,645
8870,Out,2019,5
8871,Questionable,2019,646
8872,Out,2019,6
8873,Questionable,2019,647
8874,Out,2019,7
8875,Out,2019,8
8876,Out,2019,9
8877,Out,2019,10
8878,Questionable,2019,648
8879,Questionable,2019,649
8880,Out,2019,11
8881,Out,2019,12
8882,Out,2019,13
8883,Questionable,2019,650
8884,Questionable,2019,651
8885,Questionable,2019,652
8886,Out,2019,14
8887,Out,2019,15
8888,Out,2019,16
8889,Questionable,2019,653
8890,Questionable,2019,654
8891,Out,2019,17
8892,Questionable,2019,655
8893,Questionable,2019,656
8894,Out,2019,18
8895,Out,2019,19
8896,Out,2019,20
8897,Out,2019,21
8898,Questionable,2019,657
8899,Out,2019,22
8900,Out,2019,23
8901,Questionable,2019,658
8902,Out,2019,24
8903,Questionable,2019,659
8904,Out,2019,25
8905,Questionable,2019,660
8906,Out,2019,26
8907,Questionable,2019,661
8908,Out,2019,27
8909,Questionable,2019,662
8910,Out,2019,28
8911,Questionable,2019,663
8912,Out,2019,29
8913,Questionable,2019,664
8914,Out,2019,30
8915,Out,2019,31
8916,Out,2019,32
8917,Out,2019,33
8918,Out,2019,34
8919,Questionable,2019,665
8920,Out,2019,35
8921,Questionable,2019,666
8922,Questionable,2019,667
8923,Out,2019,36
8924,Out,2019,37
8925,Questionable,2019,668
8926,Questionable,2019,669
8927,Questionable,2019,670
8928,Questionable,2019,671
8929,Questionable,2019,672
8930,Questionable,2019,673
8931,Questionable,2019,674
8932,Questionable,2019,675
8933,Out,2019,38
8934,Out,2019,39
8935,Questionable,2019,676
8936,Questionable,2019,677
8937,Out,2019,40
8938,Out,2019,41
8939,Out,2019,42
8940,Questionable,2019,678
8941,Questionable,2019,679
8942,Questionable,2019,680
8943,Out,2019,43
8944,Questionable,2019,681
8945,Out,2019,44
8946,Questionable,2019,682
8947,Questionable,2019,683
8948,Questionable,2019,684
8949,Questionable,2019,685
8950,Out,2019,45
8951,Questionable,2019,686
8952,Questionable,2019,687
8953,Questionable,2019,688
8954,Questionable,2019,689
8955,Questionable,2019,690
8956,Questionable,2019,691
8957,Questionable,2019,692
8958,Questionable,2019,693
8959,Out,2019,46
8960,Questionable,2019,694
8961,Questionable,2019,695
8962,Questionable,2019,696
8963,Questionable,2019,697
8964,Questionable,2019,698
8965,Out,2019,47
8966,Questionable,2019,699
8967,Out,2019,48
8968,Out,2019,49
8969,Out,2019,50
8970,Questionable,2019,700
8971,Questionable,2019,701
8972,Out,2019,51
8973,Out,2019,52
8974,Questionable,2019,702
8975,Questionable,2019,703
8976,Questionable,2019,704
8977,Questionable,2019,705
8978,Out,2019,53
8979,Out,2019,54
8980,Out,2019,55
8981,Questionable,2019,706
8982,Questionable,2019,707
8983,Questionable,2019,708
8984,Questionable,2019,709
8985,Out,2019,56
8986,Out,2019,57
8987,Out,2019,58
8988,Out,2019,59
8989,Questionable,2019,710
8990,Out,2019,60
8991,Out,2019,61
8992,Out,2019,62
8993,Out,2019,63
8994,Questionable,2019,711
8995,Questionable,2019,712
8996,Questionable,2019,713
8997,Questionable,2019,714
8998,Out,2019,64
8999,Questionable,2019,715
9000,Questionable,2019,716
9001,Out,2019,65
9002,Questionable,2019,717
9003,Out,2019,66
9004,Out,2019,67
9005,Questionable,2019,718
9006,Out,2019,68
9007,Questionable,2019,719
9008,Out,2019,69
9009,Out,2019,70
9010,Questionable,2019,720
9011,Out,2019,71
9012,Out,2019,72
9013,Out,2019,73
9014,Questionable,2019,721
9015,Out,2019,74
9016,Out,2019,75
9017,Questionable,2019,722
9018,Out,2019,76
9019,Out,2019,77
9020,Out,2019,78
9021,Questionable,2019,723
9022,Questionable,2019,724
9023,Questionable,2019,725
9024,Questionable,2019,726
9025,Out,2019,79
9026,Questionable,2019,727
9027,Out,2019,80
9028,Questionable,2019,728
9029,Out,2019,81
9030,Questionable,2019,729
9031,Questionable,2019,730
9032,Out,2019,82
9033,Questionable,2019,731
9034,Out,2019,83
9035,Out,2019,84
9036,Questionable,2019,732
9037,Questionable,2019,733
9038,Questionable,2019,734
9039,Questionable,2019,735
9040,Questionable,2019,736
9041,Questionable,2019,737
9042,Out,2019,85
9043,Out,2019,86
9044,Out,2019,87
9045,Out,2019,88
9046,Out,2019,89
9047,Questionable,2019,738
9048,Out,2019,90
9049,Questionable,2019,739
9050,Out,2019,91
9051,Questionable,2019,740
9052,Out,2019,92
9053,Out,2019,93
9054,Out,2019,94
9055,Questionable,2019,741
9056,Questionable,2019,742
9057,Questionable,2019,743
9058,Questionable,2019,744
9059,Questionable,2019,745
9060,Out,2019,95
9061,Questionable,2019,746
9062,Questionable,2019,747
9063,Out,2019,96
9064,Questionable,2019,748
9065,Out,2019,97
9066,Questionable,2019,749
9067,Out,2019,98
9068,Out,2019,99
9069,Out,2019,100
9070,Questionable,2019,750
9071,Out,2019,101
9072,Questionable,2019,751
9073,Out,2019,102
9074,Questionable,2019,752
9075,Questionable,2019,753
9076,Questionable,2019,754
9077,Out,2019,103
9078,Out,2019,104
9079,Out,2019,105
9080,Out,2019,106
9081,Questionable,2019,755
9082,Questionable,2019,756
9083,Questionable,2019,757
9084,Questionable,2019,758
9085,Out,2019,107
9086,Questionable,2019,759
9087,Questionable,2019,760
9088,Out,2019,108
9089,Out,2019,109
9090,Out,2019,110
9091,Out,2019,111
9092,Questionable,2019,761
9093,Out,2019,112
9094,Questionable,2019,762
9095,Questionable,2019,763
9096,Out,2019,113
9097,Questionable,2019,764
9098,Out,2019,114
9099,Out,2019,115
9100,Out,2019,116
9101,Out,2019,117
9102,Out,2019,118
9103,Out,2019,119
9104,Out,2019,120
9105,Questionable,2019,765
9106,Questionable,2019,766
9107,Questionable,2019,767
9108,Questionable,2019,768
9109,Out,2019,121
9110,Out,2019,122
9111,Questionable,2019,769
9112,Questionable,2019,770
9113,Out,2019,123
9114,Questionable,2019,771
9115,Questionable,2019,772
9116,Questionable,2019,773
9117,Questionable,2019,774
9118,Out,2019,124
9119,Questionable,2019,775
9120,Out,2019,125
9121,Questionable,2019,776
9122,Out,2019,126
9123,Questionable,2019,777
9124,Questionable,2019,778
9125,Questionable,2019,779
9126,Questionable,2019,780
9127,Out,2019,127
9128,Out,2019,128
9129,Questionable,2019,781
9130,Questionable,2019,782
9131,Questionable,2019,783
9132,Questionable,2019,784
9133,Questionable,2019,785
9134,Questionable,2019,786
9135,Questionable,2019,787
9136,Out,2019,129
9137,Questionable,2019,788
9138,Questionable,2019,789
9139,Questionable,2019,790
9140,Out,2019,130
9141,Out,2019,131
9142,Out,2019,132
9143,Questionable,2019,791
9144,Questionable,2019,792
9145,Out,2019,133
9146,Out,2019,134
9147,Out,2019,135
9148,Out,2019,136
9149,Out,2019,137
9150,Questionable,2019,793
9151,Questionable,2019,794
9152,Questionable,2019,795
9153,Out,2019,138
9154,Questionable,2019,796
9155,Questionable,2019,797
9156,Out,2019,139
9157,Questionable,2019,798
9158,Out,2019,140
9159,Questionable,2019,799
9160,Out,2019,141
9161,Out,2019,142
9162,Questionable,2019,800
9163,Out,2019,143
9164,Out,2019,144
9165,Out,2019,145
9166,Out,2019,146
9167,Questionable,2019,801
9168,Questionable,2019,802
9169,Questionable,2019,803
9170,Out,2019,147
9171,Questionable,2019,804
9172,Questionable,2019,805
9173,Questionable,2019,806
9174,Out,2019,148
9175,Out,2019,149
9176,Out,2019,150
9177,Out,2019,151
9178,Out,2019,152
9179,Out,2019,153
9180,Out,2019,154
9181,Out,2019,155
9182,Questionable,2019,807
9183,Questionable,2019,808
9184,Questionable,2019,809
9185,Questionable,2019,810
9186,Questionable,2019,811
9187,Questionable,2019,812
9188,Questionable,2019,813
9189,Out,2019,156
9190,Out,2019,157
9191,Out,2019,158
9192,Out,2019,159
9193,Questionable,2019,814
9194,Out,2019,160
9195,Questionable,2019,815
9196,Out,2019,161
9197,Out,2019,162
9198,Questionable,2019,816
9199,Out,2019,163
9200,Questionable,2019,817
9201,Questionable,2019,818
9202,Questionable,2019,819
9203,Out,2019,164
9204,Questionable,2019,820
9205,Questionable,2019,821
9206,Questionable,2019,822
9207,Questionable,2019,823
9208,Out,2019,165
9209,Out,2019,166
9210,Out,2019,167
9211,Out,2019,168
9212,Questionable,2019,824
9213,Questionable,2019,825
9214,Questionable,2019,826
9215,Questionable,2019,827
9216,Questionable,2019,828
9217,Questionable,2019,829
9218,Questionable,2019,830
9219,Out,2019,169
9220,Questionable,2019,831
9221,Questionable,2019,832
9222,Questionable,2019,833
9223,Out,2019,170
9224,Out,2019,171
9225,Out,2019,172
9226,Questionable,2019,834
9227,Out,2019,173
9228,Out,2019,174
9229,Out,2019,175
9230,Out,2019,176
9231,Out,2019,177
9232,Questionable,2019,835
9233,Questionable,2019,836
9234,Questionable,2019,837
9235,Out,2019,178
9236,Out,2019,179
9237,Questionable,2019,838
9238,Out,2019,180
9239,Out,2019,181
9240,Questionable,2019,839
9241,Out,2019,182
9242,Questionable,2019,840
9243,Questionable,2019,841
9244,Out,2019,183
9245,Questionable,2019,842
9246,Questionable,2019,843
9247,Questionable,2019,844
9248,Out,2019,184
9249,Out,2019,185
9250,Out,2019,186
9251,Questionable,2019,845
9252,Questionable,2019,846
9253,Questionable,2019,847
9254,Out,2019,187
9255,Questionable,2019,848
9256,Questionable,2019,849
9257,Questionable,2019,850
9258,Out,2019,188
9259,Questionable,2019,851
9260,Questionable,2019,852
9261,Out,2019,189
9262,Out,2019,190
9263,Out,2019,191
9264,Out,2019,192
9265,Out,2019,193
9266,Questionable,2019,853
9267,Out,2019,194
9268,Questionable,2019,854
9269,Questionable,2019,855
9270,Questionable,2019,856
9271,Questionable,2019,857
9272,Out,2019,195
9273,Out,2019,196
9274,Questionable,2019,858
9275,Out,2019,197
9276,Out,2019,198
9277,Out,2019,199
9278,Questionable,2019,859
9279,Questionable,2019,860
9280,Questionable,2019,861
9281,Questionable,2019,862
9282,Questionable,2019,863
9283,Questionable,2019,864
9284,Questionable,2019,865
9285,Questionable,2019,866
9286,Questionable,2019,867
9287,Questionable,2019,868
9288,Questionable,2019,869
9289,Out,2019,200
9290,Questionable,2019,870
9291,Questionable,2019,871
9292,Questionable,2019,872
9293,Out,2019,201
9294,Questionable,2019,873
9295,Questionable,2019,874
9296,Out,2019,202
9297,Out,2019,203
9298,Questionable,2019,875
9299,Out,2019,204
9300,Out,2019,205
9301,Out,2019,206
9302,Questionable,2019,876
9303,Questionable,2019,877
9304,Questionable,2019,878
9305,Questionable,2019,879
9306,Questionable,2019,880
9307,Out,2019,207
9308,Questionable,2019,881
9309,Out,2019,208
9310,Out,2019,209
9311,Questionable,2019,882
9312,Questionable,2019,883
