,data,year,row_number
0,Questionable,2012,500
1,Questionable,2012,501
2,Out,2012,1
3,Out,2012,2
4,Questionable,2012,502
5,Out,2012,3
6,Out,2012,4
7,Questionable,2012,503
8,Questionable,2012,504
9,Out,2012,5
10,Questionable,2012,505
11,Questionable,2012,506
12,Questionable,2012,507
13,Questionable,2012,508
14,Questionable,2012,509
15,Out,2012,6
16,Out,2012,7
17,Out,2012,8
18,Questionable,2012,510
19,Questionable,2012,511
20,Out,2012,9
21,Out,2012,10
22,Out,2012,11
23,Out,2012,12
24,Questionable,2012,512
25,Out,2012,13
26,Out,2012,14
27,Questionable,2012,513
28,Questionable,2012,514
29,Questionable,2012,515
30,Questionable,2012,516
31,Questionable,2012,517
32,Questionable,2012,518
33,Questionable,2012,519
34,Questionable,2012,520
35,Questionable,2012,521
36,Questionable,2012,522
37,Questionable,2012,523
38,Questionable,2012,524
39,Out,2012,15
40,Out,2012,16
41,Questionable,2012,525
42,Out,2012,17
43,Out,2012,18
44,Out,2012,19
45,Questionable,2012,526
46,Questionable,2012,527
47,Questionable,2012,528
48,Questionable,2012,529
49,Out,2012,20
50,Questionable,2012,530
51,Out,2012,21
52,Questionable,2012,531
53,Questionable,2012,532
54,Out,2012,22
55,Questionable,2012,533
56,Questionable,2012,534
57,Questionable,2012,535
58,Out,2012,23
59,Questionable,2012,536
60,Questionable,2012,537
61,Questionable,2012,538
62,Questionable,2012,539
63,Questionable,2012,540
64,Out,2012,24
65,Questionable,2012,541
66,Questionable,2012,542
67,Questionable,2012,543
68,Out,2012,25
69,Questionable,2012,544
70,Questionable,2012,545
71,Out,2012,26
72,Out,2012,27
73,Out,2012,28
74,Out,2012,29
75,Questionable,2012,546
76,Out,2012,30
77,Out,2012,31
78,Questionable,2012,547
79,Questionable,2012,548
80,Questionable,2012,549
81,Out,2012,32
82,Questionable,2012,550
83,Out,2012,33
84,Out,2012,34
85,Out,2012,35
86,Questionable,2012,551
87,Questionable,2012,552
88,Questionable,2012,553
89,Out,2012,36
90,Questionable,2012,554
91,Questionable,2012,555
92,Questionable,2012,556
93,Questionable,2012,557
94,Out,2012,37
95,Questionable,2012,558
96,Out,2012,38
97,Questionable,2012,559
98,Questionable,2012,560
99,Out,2012,39
100,Questionable,2012,561
101,Questionable,2012,562
102,Questionable,2012,563
103,Out,2012,40
104,Questionable,2012,564
105,Questionable,2012,565
106,Questionable,2012,566
107,Questionable,2012,567
108,Out,2012,41
109,Questionable,2012,568
110,Questionable,2012,569
111,Questionable,2012,570
112,Questionable,2012,571
113,Out,2012,42
114,Questionable,2012,572
115,Out,2012,43
116,Out,2012,44
117,Out,2012,45
118,Questionable,2012,573
119,Questionable,2012,574
120,Questionable,2012,575
121,Questionable,2012,576
122,Questionable,2012,577
123,Out,2012,46
124,Out,2012,47
125,Questionable,2012,578
126,Questionable,2012,579
127,Questionable,2012,580
128,Out,2012,48
129,Out,2012,49
130,Questionable,2012,581
131,Out,2012,50
132,Out,2012,51
133,Out,2012,52
134,Out,2012,53
135,Questionable,2012,582
136,Questionable,2012,583
137,Questionable,2012,584
138,Questionable,2012,585
139,Questionable,2012,586
140,Questionable,2012,587
141,Questionable,2012,588
142,Questionable,2012,589
143,Questionable,2012,590
144,Questionable,2012,591
145,Questionable,2012,592
146,Questionable,2012,593
147,Questionable,2012,594
148,Out,2012,54
149,Questionable,2012,595
150,Questionable,2012,596
151,Out,2012,55
152,Out,2012,56
153,Out,2012,57
154,Out,2012,58
155,Questionable,2012,597
156,Questionable,2012,598
157,Out,2012,59
158,Out,2012,60
159,Questionable,2012,599
160,Out,2012,61
161,Questionable,2012,600
162,Questionable,2012,601
163,Questionable,2012,602
164,Out,2012,62
165,Out,2012,63
166,Out,2012,64
167,Questionable,2012,603
168,Out,2012,65
169,Questionable,2012,604
170,Questionable,2012,605
171,Out,2012,66
172,Questionable,2012,606
173,Questionable,2012,607
174,Out,2012,67
175,Out,2012,68
176,Questionable,2012,608
177,Questionable,2012,609
178,Questionable,2012,610
179,Out,2012,69
180,Questionable,2012,611
181,Questionable,2012,612
182,Questionable,2012,613
183,Questionable,2012,614
184,Questionable,2012,615
185,Out,2012,70
186,Out,2012,71
187,Out,2012,72
188,Out,2012,73
189,Questionable,2012,616
190,Questionable,2012,617
191,Questionable,2012,618
192,Out,2012,74
193,Out,2012,75
194,Questionable,2012,619
195,Questionable,2012,620
196,Out,2012,76
197,Out,2012,77
198,Out,2012,78
199,Out,2012,79
200,Out,2012,80
201,Questionable,2012,621
202,Out,2012,81
203,Out,2012,82
204,Out,2012,83
205,Questionable,2012,622
206,Questionable,2012,623
207,Out,2012,84
208,Out,2012,85
209,Questionable,2012,624
210,Questionable,2012,625
211,Out,2012,86
212,Questionable,2012,626
213,Questionable,2012,627
214,Questionable,2012,628
215,Out,2012,87
216,Out,2012,88
217,Questionable,2012,629
218,Questionable,2012,630
219,Out,2012,89
220,Questionable,2012,631
221,Questionable,2012,632
222,Out,2012,90
223,Questionable,2012,633
224,Out,2012,91
225,Out,2012,92
226,Out,2012,93
227,Out,2012,94
228,Questionable,2012,634
229,Questionable,2012,635
230,Questionable,2012,636
231,Out,2012,95
232,Questionable,2012,637
233,Questionable,2012,638
234,Out,2012,96
235,Questionable,2012,639
236,Out,2012,97
237,Out,2012,98
238,Out,2012,99
239,Questionable,2012,640
240,Questionable,2012,641
241,Questionable,2012,642
242,Out,2012,100
243,Questionable,2012,643
244,Questionable,2012,644
245,Out,2012,101
246,Out,2012,102
247,Out,2012,103
248,Out,2012,104
249,Questionable,2012,645
250,Out,2012,105
251,Questionable,2012,646
252,Questionable,2012,647
253,Questionable,2012,648
254,Questionable,2012,649
255,Questionable,2012,650
256,Questionable,2012,651
257,Questionable,2012,652
258,Out,2012,106
259,Out,2012,107
260,Questionable,2012,653
261,Questionable,2012,654
262,Questionable,2012,655
263,Questionable,2012,656
264,Out,2012,108
265,Questionable,2012,657
266,Out,2012,109
267,Questionable,2012,658
268,Questionable,2012,659
269,Out,2012,110
270,Questionable,2012,660
271,Questionable,2012,661
272,Questionable,2012,662
273,Questionable,2012,663
274,Out,2012,111
275,Questionable,2012,664
276,Questionable,2012,665
277,Questionable,2012,666
278,Out,2012,112
279,Questionable,2012,667
280,Out,2012,113
281,Out,2012,114
282,Out,2012,115
283,Out,2012,116
284,Out,2012,117
285,Out,2012,118
286,Out,2012,119
287,Questionable,2012,668
288,Questionable,2012,669
289,Out,2012,120
290,Questionable,2012,670
291,Questionable,2012,671
292,Out,2012,121
293,Out,2012,122
294,Out,2012,123
295,Out,2012,124
296,Out,2012,125
297,Questionable,2012,672
298,Questionable,2012,673
299,Questionable,2012,674
300,Questionable,2012,675
301,Questionable,2012,676
302,Questionable,2012,677
303,Out,2012,126
304,Out,2012,127
305,Questionable,2012,678
306,Questionable,2012,679
307,Questionable,2012,680
308,Out,2012,128
309,Out,2012,129
310,Questionable,2012,681
311,Out,2012,130
312,Out,2012,131
313,Questionable,2012,682
314,Out,2012,132
315,Questionable,2012,683
316,Out,2012,133
317,Questionable,2012,684
318,Questionable,2012,685
319,Questionable,2012,686
320,Questionable,2012,687
321,Out,2012,134
322,Out,2012,135
323,Questionable,2012,688
324,Questionable,2012,689
325,Questionable,2012,690
326,Questionable,2012,691
327,Questionable,2012,692
328,Questionable,2012,693
329,Out,2012,136
330,Questionable,2012,694
331,Out,2012,137
332,Questionable,2012,695
333,Questionable,2012,696
334,Out,2012,138
335,Out,2012,139
336,Questionable,2012,697
337,Out,2012,140
338,Out,2012,141
339,Questionable,2012,698
340,Questionable,2012,699
341,Questionable,2012,700
342,Questionable,2012,701
343,Out,2012,142
344,Questionable,2012,702
345,Questionable,2012,703
346,Questionable,2012,704
347,Questionable,2012,705
348,Out,2012,143
349,Out,2012,144
350,Out,2012,145
351,Out,2012,146
352,Questionable,2012,706
353,Questionable,2012,707
354,Out,2012,147
355,Questionable,2012,708
356,Questionable,2012,709
357,Questionable,2012,710
358,Out,2012,148
359,Questionable,2012,711
360,Out,2012,149
361,Questionable,2012,712
362,Questionable,2012,713
363,Questionable,2012,714
364,Questionable,2012,715
365,Questionable,2012,716
366,Out,2012,150
367,Out,2012,151
368,Questionable,2012,717
369,Questionable,2012,718
370,Questionable,2012,719
371,Questionable,2012,720
372,Questionable,2012,721
373,Questionable,2012,722
374,Questionable,2012,723
375,Questionable,2012,724
376,Questionable,2012,725
377,Out,2012,152
378,Questionable,2012,726
379,Out,2012,153
380,Questionable,2012,727
381,Questionable,2012,728
382,Questionable,2012,729
383,Questionable,2012,730
384,Questionable,2012,731
385,Questionable,2012,732
386,Questionable,2012,733
387,Questionable,2012,734
388,Questionable,2012,735
389,Questionable,2012,736
390,Out,2012,154
391,Questionable,2012,737
392,Questionable,2012,738
393,Out,2012,155
394,Questionable,2012,739
395,Questionable,2012,740
396,Questionable,2012,741
397,Questionable,2012,742
398,Questionable,2012,743
399,Questionable,2012,744
400,Questionable,2012,745
401,Out,2012,156
402,Questionable,2012,746
403,Questionable,2012,747
404,Questionable,2012,748
405,Questionable,2012,749
406,Questionable,2012,750
407,Out,2012,157
408,Questionable,2012,751
409,Questionable,2012,752
410,Out,2012,158
411,Questionable,2012,753
412,Questionable,2012,754
413,Questionable,2012,755
414,Out,2012,159
415,Out,2012,160
416,Out,2012,161
417,Questionable,2012,756
418,Out,2012,162
419,Out,2012,163
420,Questionable,2012,757
421,Out,2012,164
422,Out,2012,165
423,Out,2012,166
424,Questionable,2012,758
425,Questionable,2012,759
426,Questionable,2012,760
427,Questionable,2012,761
428,Out,2012,167
429,Out,2012,168
430,Out,2012,169
431,Out,2012,170
432,Out,2012,171
433,Questionable,2012,762
434,Out,2012,172
435,Questionable,2012,763
436,Questionable,2012,764
437,Out,2012,173
438,Questionable,2012,765
439,Questionable,2012,766
440,Out,2012,174
441,Out,2012,175
442,Questionable,2012,767
443,Questionable,2012,768
444,Questionable,2012,769
445,Out,2012,176
446,Questionable,2012,770
447,Out,2012,177
448,Questionable,2012,771
449,Questionable,2012,772
450,Questionable,2012,773
451,Questionable,2012,774
452,Questionable,2012,775
453,Out,2012,178
454,Questionable,2012,776
455,Questionable,2012,777
456,Questionable,2012,778
457,Out,2012,179
458,Out,2012,180
459,Questionable,2012,779
460,Questionable,2012,780
461,Questionable,2012,781
462,Questionable,2012,782
463,Questionable,2012,783
464,Questionable,2012,784
465,Questionable,2012,785
466,Out,2012,181
467,Questionable,2012,786
468,Questionable,2012,787
469,Out,2012,182
470,Out,2012,183
471,Out,2012,184
472,Out,2012,185
473,Out,2012,186
474,Out,2012,187
475,Questionable,2012,788
476,Questionable,2012,789
477,Questionable,2012,790
478,Questionable,2012,791
479,Questionable,2012,792
480,Questionable,2012,793
481,Questionable,2012,794
482,Questionable,2012,795
483,Questionable,2012,796
484,Questionable,2012,797
485,Questionable,2012,798
486,Questionable,2012,799
487,Questionable,2012,800
488,Questionable,2012,801
489,Out,2012,188
490,Out,2012,189
491,Questionable,2012,802
492,Out,2012,190
493,Out,2012,191
494,Out,2012,192
495,Out,2012,193
496,Questionable,2012,803
497,Questionable,2012,804
498,Out,2012,194
499,Questionable,2012,805
500,Out,2012,195
501,Out,2012,196
502,Questionable,2012,806
503,Out,2012,197
504,Out,2012,198
505,Out,2012,199
506,Out,2012,200
507,Questionable,2012,807
508,Questionable,2012,808
509,Out,2012,201
510,Out,2012,202
511,Out,2012,203
512,Questionable,2012,809
513,Questionable,2012,810
514,Questionable,2012,811
515,Out,2012,204
516,Questionable,2012,812
517,Questionable,2012,813
518,Questionable,2012,814
519,Questionable,2012,815
520,Questionable,2012,816
521,Out,2012,205
522,Out,2012,206
523,Out,2012,207
524,Out,2012,208
525,Questionable,2012,817
526,Out,2012,209
527,Out,2012,210
528,Questionable,2012,818
529,Out,2012,211
530,Out,2012,212
531,Out,2012,213
532,Questionable,2012,819
533,Questionable,2012,820
534,Questionable,2012,821
535,Questionable,2012,822
536,Out,2012,214
537,Out,2012,215
538,Questionable,2012,823
539,Out,2012,216
540,Questionable,2012,824
541,Questionable,2012,825
542,Out,2012,217
543,Questionable,2012,826
544,Questionable,2012,827
545,Questionable,2012,828
546,Out,2012,218
547,Questionable,2012,829
548,Out,2012,219
549,Questionable,2012,830
550,Questionable,2012,831
551,Questionable,2012,832
552,Questionable,2012,833
553,Questionable,2012,834
554,Questionable,2012,835
555,Questionable,2012,836
556,Questionable,2012,837
557,Questionable,2012,838
558,Out,2012,220
559,Out,2012,221
560,Questionable,2012,839
561,Questionable,2012,840
562,Out,2012,222
563,Questionable,2012,841
564,Questionable,2012,842
565,Out,2012,223
566,Questionable,2012,843
567,Out,2012,224
568,Out,2012,225
569,Questionable,2012,844
570,Questionable,2012,845
571,Out,2012,226
572,Out,2012,227
573,Questionable,2012,846
574,Questionable,2012,847
575,Questionable,2012,848
576,Out,2012,228
577,Questionable,2012,849
578,Out,2012,229
579,Out,2012,230
580,Questionable,2012,850
581,Questionable,2012,851
582,Out,2012,231
583,Questionable,2012,852
584,Questionable,2012,853
585,Questionable,2012,854
586,Out,2012,232
587,Out,2012,233
588,Questionable,2012,855
589,Questionable,2012,856
590,Questionable,2012,857
591,Out,2012,234
592,Questionable,2012,858
593,Questionable,2012,859
594,Questionable,2012,860
595,Out,2012,235
596,Out,2012,236
597,Questionable,2012,861
598,Questionable,2012,862
599,Out,2012,237
600,Questionable,2012,863
601,Out,2012,238
602,Out,2012,239
603,Questionable,2012,864
604,Questionable,2012,865
605,Questionable,2012,866
606,Questionable,2012,867
607,Out,2012,240
608,Questionable,2012,868
609,Questionable,2012,869
610,Out,2012,241
611,Questionable,2012,870
612,Questionable,2012,871
613,Questionable,2012,872
614,Out,2012,242
615,Questionable,2012,873
616,Out,2012,243
617,Questionable,2012,874
618,Out,2012,244
619,Out,2012,245
620,Out,2012,246
621,Questionable,2012,875
622,Out,2012,247
623,Questionable,2012,876
624,Questionable,2012,877
625,Out,2012,248
626,Out,2012,249
627,Out,2012,250
628,Out,2012,251
629,Out,2012,252
630,Out,2012,253
631,Out,2012,254
632,Out,2012,255
633,Questionable,2012,878
634,Out,2012,256
635,Questionable,2012,879
636,Questionable,2012,880
637,Questionable,2012,881
638,Questionable,2012,882
639,Questionable,2012,883
640,Out,2012,257
641,Out,2012,258
642,Out,2012,259
643,Out,2012,260
644,Questionable,2012,884
645,Questionable,2012,885
646,Questionable,2012,886
647,Out,2012,261
648,Questionable,2012,887
649,Out,2012,262
650,Questionable,2012,888
651,Questionable,2012,889
652,Out,2012,263
653,Questionable,2012,890
654,Out,2012,264
655,Out,2012,265
656,Questionable,2012,891
657,Out,2012,266
658,Questionable,2012,892
659,Out,2012,267
660,Questionable,2012,893
661,Out,2012,268
662,Questionable,2012,894
663,Out,2012,269
664,Questionable,2012,895
665,Out,2012,270
666,Questionable,2012,896
667,Questionable,2012,897
668,Questionable,2012,898
669,Questionable,2012,899
670,Out,2012,271
671,Out,2012,272
672,Out,2012,273
673,Out,2012,274
674,Questionable,2012,900
675,Questionable,2012,901
676,Out,2012,275
677,Questionable,2012,902
678,Questionable,2012,903
679,Out,2012,276
680,Out,2012,277
681,Questionable,2012,904
682,Out,2012,278
683,Out,2012,279
684,Questionable,2012,905
685,Out,2012,280
686,Questionable,2012,906
687,Questionable,2012,907
688,Questionable,2012,908
689,Questionable,2012,909
690,Questionable,2012,910
691,Questionable,2012,911
692,Questionable,2012,912
693,Questionable,2012,913
694,Questionable,2012,914
695,Questionable,2012,915
696,Questionable,2012,916
697,Questionable,2012,917
698,Out,2012,281
699,Questionable,2012,918
700,Questionable,2012,919
701,Questionable,2012,920
702,Questionable,2012,921
703,Questionable,2012,922
704,Questionable,2012,923
705,Questionable,2012,924
706,Questionable,2012,925
707,Questionable,2012,926
708,Questionable,2012,927
709,Out,2012,282
710,Out,2012,283
711,Out,2012,284
712,Out,2012,285
713,Questionable,2012,928
714,Questionable,2012,929
715,Questionable,2012,930
716,Questionable,2012,931
717,Out,2012,286
718,Questionable,2012,932
719,Questionable,2012,933
720,Out,2012,287
721,Out,2012,288
722,Questionable,2012,934
723,Questionable,2012,935
724,Questionable,2012,936
725,Out,2012,289
726,Out,2012,290
727,Out,2012,291
728,Out,2012,292
729,Out,2012,293
730,Questionable,2012,937
731,Out,2012,294
732,Questionable,2012,938
733,Questionable,2012,939
734,Out,2012,295
735,Questionable,2012,940
736,Questionable,2012,941
737,Questionable,2012,942
738,Out,2012,296
739,Questionable,2012,943
740,Questionable,2012,944
741,Out,2012,297
742,Out,2012,298
743,Out,2012,299
744,Questionable,2012,945
745,Questionable,2012,946
746,Out,2012,300
747,Out,2012,301
748,Questionable,2012,947
749,Questionable,2012,948
750,Questionable,2012,949
751,Out,2012,302
752,Out,2012,303
753,Out,2012,304
754,Out,2012,305
755,Out,2012,306
756,Out,2012,307
757,Out,2012,308
758,Questionable,2012,950
759,Out,2012,309
760,Questionable,2012,951
761,Questionable,2012,952
762,Out,2012,310
763,Questionable,2012,953
764,Out,2012,311
765,Out,2012,312
766,Questionable,2012,954
767,Out,2012,313
768,Questionable,2012,955
769,Questionable,2012,956
770,Questionable,2012,957
771,Out,2012,314
772,Questionable,2012,958
773,Questionable,2012,959
774,Questionable,2012,960
775,Out,2012,315
776,Questionable,2012,961
777,Questionable,2012,962
778,Questionable,2012,963
779,Questionable,2012,964
780,Questionable,2012,965
781,Questionable,2012,966
782,Questionable,2012,967
783,Questionable,2012,968
784,Out,2012,316
785,Out,2012,317
786,Out,2012,318
787,Out,2012,319
788,Out,2012,320
789,Out,2012,321
790,Questionable,2012,969
791,Questionable,2012,970
792,Out,2012,322
793,Out,2012,323
794,Out,2012,324
795,Out,2012,325
796,Out,2012,326
797,Questionable,2012,971
798,Out,2012,327
799,Questionable,2012,972
800,Questionable,2012,973
801,Questionable,2012,974
802,Out,2012,328
803,Out,2012,329
804,Questionable,2012,975
805,Out,2012,330
806,Questionable,2012,976
807,Questionable,2012,977
808,Out,2012,331
809,Out,2012,332
810,Out,2012,333
811,Questionable,2012,978
812,Questionable,2012,979
813,Questionable,2012,980
814,Out,2012,334
815,Questionable,2012,981
816,Questionable,2012,982
817,Questionable,2012,983
818,Questionable,2012,984
819,Questionable,2012,985
820,Questionable,2012,986
821,Out,2012,335
822,Questionable,2012,987
823,Out,2012,336
824,Questionable,2012,988
825,Out,2012,337
826,Questionable,2012,989
827,Questionable,2012,990
828,Out,2012,338
829,Out,2012,339
830,Questionable,2012,991
831,Out,2012,340
832,Out,2012,341
833,Out,2012,342
834,Questionable,2012,992
835,Out,2012,343
836,Out,2012,344
837,Out,2012,345
838,Questionable,2012,993
839,Questionable,2012,994
840,Questionable,2012,995
841,Questionable,2012,996
842,Questionable,2012,997
843,Out,2012,346
844,Questionable,2012,998
845,Out,2012,347
846,Out,2012,348
847,Questionable,2012,999
848,Out,2012,349
849,Questionable,2012,1000
850,Out,2012,350
851,Questionable,2012,1001
852,Questionable,2012,1002
853,Questionable,2012,1003
854,Questionable,2012,1004
855,Questionable,2012,1005
856,Questionable,2012,1006
857,Out,2012,351
858,Questionable,2012,1007
859,Questionable,2012,1008
860,Out,2012,352
861,Questionable,2012,1009
862,Questionable,2012,1010
863,Questionable,2012,1011
864,Questionable,2012,1012
865,Questionable,2012,1013
866,Out,2012,353
867,Out,2012,354
868,Questionable,2012,1014
869,Out,2012,355
870,Out,2012,356
871,Out,2012,357
872,Out,2012,358
873,Out,2012,359
874,Out,2012,360
875,Questionable,2012,1015
876,Out,2012,361
877,Questionable,2012,1016
878,Questionable,2012,1017
879,Out,2012,362
880,Out,2012,363
881,Questionable,2012,1018
882,Questionable,2012,1019
883,Questionable,2012,1020
884,Questionable,2012,1021
885,Out,2012,364
886,Out,2012,365
887,Questionable,2012,1022
888,Out,2012,366
889,Out,2012,367
890,Out,2012,368
891,Questionable,2012,1023
892,Out,2012,369
893,Questionable,2012,1024
894,Out,2012,370
895,Questionable,2012,1025
896,Questionable,2012,1026
897,Out,2012,371
898,Out,2012,372
899,Questionable,2012,1027
900,Out,2012,373
901,Out,2012,374
902,Out,2012,375
903,Questionable,2012,1028
904,Questionable,2012,1029
905,Out,2012,376
906,Questionable,2012,1030
907,Questionable,2012,1031
908,Out,2012,377
909,Questionable,2012,1032
910,Out,2012,378
911,Questionable,2012,1033
912,Questionable,2012,1034
913,Out,2012,379
914,Questionable,2012,1035
915,Out,2012,380
916,Questionable,2012,1036
917,Out,2012,381
918,Questionable,2012,1037
919,Out,2012,382
920,Questionable,2012,1038
921,Out,2012,383
922,Out,2012,384
923,Questionable,2012,1039
924,Out,2012,385
925,Questionable,2012,1040
926,Questionable,2012,1041
927,Out,2012,386
928,Questionable,2012,1042
929,Out,2012,387
930,Questionable,2012,1043
931,Questionable,2012,1044
932,Questionable,2012,1045
933,Questionable,2012,1046
934,Questionable,2012,1047
935,Questionable,2012,1048
936,Out,2012,388
937,Questionable,2012,1049
938,Questionable,2012,1050
939,Questionable,2012,1051
940,Questionable,2012,1052
941,Questionable,2012,1053
942,Questionable,2012,1054
943,Questionable,2012,1055
944,Questionable,2012,1056
945,Out,2012,389
946,Questionable,2012,1057
947,Questionable,2012,1058
948,Questionable,2012,1059
949,Questionable,2012,1060
950,Questionable,2012,1061
951,Out,2012,390
952,Questionable,2012,1062
953,Out,2012,391
954,Questionable,2012,1063
955,Questionable,2012,1064
956,Questionable,2012,1065
957,Out,2012,392
958,Out,2012,393
959,Out,2012,394
960,Out,2012,395
961,Out,2012,396
962,Questionable,2012,1066
963,Questionable,2012,1067
964,Out,2012,397
965,Questionable,2012,1068
966,Out,2012,398
967,Out,2012,399
968,Out,2012,400
969,Out,2012,401
970,Out,2012,402
971,Out,2012,403
972,Out,2012,404
973,Out,2012,405
974,Out,2012,406
975,Questionable,2012,1069
976,Questionable,2012,1070
977,Questionable,2012,1071
978,Out,2012,407
979,Questionable,2012,1072
980,Out,2012,408
981,Questionable,2012,1073
982,Questionable,2012,1074
983,Questionable,2012,1075
984,Out,2012,409
985,Out,2012,410
986,Questionable,2012,1076
987,Questionable,2012,1077
988,Out,2012,411
989,Out,2012,412
990,Out,2012,413
991,Out,2012,414
992,Out,2012,415
993,Questionable,2012,1078
994,Questionable,2012,1079
995,Out,2012,416
996,Out,2012,417
997,Questionable,2012,1080
998,Out,2012,418
999,Out,2012,419
1000,Questionable,2012,1081
1001,Questionable,2012,1082
1002,Questionable,2012,1083
1003,Questionable,2012,1084
1004,Out,2012,420
1005,Out,2012,421
1006,Out,2012,422
1007,Questionable,2012,1085
1008,Out,2012,423
1009,Questionable,2012,1086
1010,Out,2012,424
1011,Out,2012,425
1012,Questionable,2012,1087
1013,Questionable,2012,1088
1014,Out,2012,426
1015,Questionable,2012,1089
1016,Out,2012,427
1017,Questionable,2012,1090
1018,Out,2012,428
1019,Questionable,2012,1091
1020,Out,2012,429
1021,Out,2012,430
1022,Questionable,2012,1092
1023,Questionable,2012,1093
1024,Out,2012,431
1025,Out,2012,432
1026,Out,2012,433
1027,Out,2012,434
1028,Out,2012,435
1029,Out,2012,436
1030,Questionable,2012,1094
1031,Out,2012,437
1032,Questionable,2012,1095
1033,Questionable,2012,1096
1034,Out,2012,438
1035,Questionable,2012,1097
1036,Questionable,2012,1098
1037,Out,2012,439
1038,Out,2012,440
1039,Questionable,2012,1099
1040,Questionable,2012,1100
1041,Questionable,2012,1101
1042,Questionable,2012,1102
1043,Out,2012,441
1044,Out,2012,442
1045,Questionable,2012,1103
1046,Out,2012,443
1047,Out,2012,444
1048,Questionable,2012,1104
1049,Questionable,2012,1105
1050,Out,2012,445
1051,Out,2012,446
1052,Questionable,2012,1106
1053,Questionable,2012,1107
1054,Out,2012,447
1055,Questionable,2012,1108
1056,Out,2012,448
1057,Out,2012,449
1058,Out,2012,450
1059,Questionable,2012,1109
1060,Questionable,2012,1110
1061,Out,2012,451
1062,Questionable,2012,1111
1063,Questionable,2012,1112
1064,Out,2012,452
1065,Questionable,2012,1113
1066,Questionable,2012,1114
1067,Questionable,2012,1115
1068,Out,2012,453
1069,Out,2012,454
1070,Out,2012,455
1071,Out,2012,456
1072,Out,2012,457
1073,Questionable,2012,1116
1074,Questionable,2012,1117
1075,Questionable,2012,1118
1076,Questionable,2012,1119
1077,Out,2012,458
1078,Out,2012,459
1079,Questionable,2012,1120
1080,Questionable,2012,1121
1081,Out,2012,460
1082,Questionable,2012,1122
1083,Out,2012,461
1084,Questionable,2012,1123
1085,Out,2012,462
1086,Questionable,2012,1124
1087,Out,2012,463
1088,Questionable,2012,1125
1089,Questionable,2012,1126
1090,Questionable,2012,1127
1091,Questionable,2012,1128
1092,Questionable,2012,1129
1093,Out,2012,464
1094,Questionable,2012,1130
1095,Out,2012,465
1096,Out,2012,466
1097,Out,2012,467
1098,Questionable,2012,1131
1099,Out,2012,468
1100,Questionable,2012,1132
1101,Out,2012,469
1102,Out,2012,470
1103,Questionable,2012,1133
1104,Out,2012,471
1105,Out,2012,472
1106,Out,2012,473
1107,Out,2012,474
1108,Out,2012,475
1109,Out,2012,476
1110,Out,2012,477
1111,Out,2012,478
1112,Questionable,2012,1134
1113,Questionable,2012,1135
1114,Questionable,2012,1136
1115,Out,2012,479
1116,Questionable,2012,1137
1117,Out,2012,480
1118,Questionable,2012,1138
1119,Out,2012,481
1120,Questionable,2012,1139
1121,Questionable,2012,1140
1122,Out,2012,482
1123,Questionable,2012,1141
1124,Questionable,2012,1142
1125,Questionable,2012,1143
1126,Questionable,2012,1144
1127,Questionable,2012,1145
1128,Questionable,2012,1146
1129,Questionable,2012,1147
1130,Questionable,2012,1148
1131,Questionable,2012,1149
1132,Questionable,2012,1150
1133,Out,2012,483
1134,Questionable,2012,1151
1135,Questionable,2012,1152
1136,Questionable,2012,1153
1137,Out,2012,484
1138,Questionable,2012,1154
1139,Out,2012,485
1140,Questionable,2012,1155
1141,Questionable,2012,1156
1142,Out,2012,486
1143,Questionable,2012,1157
1144,Out,2012,487
1145,Out,2012,488
1146,Out,2012,489
1147,Out,2012,490
1148,Out,2012,491
1149,Out,2012,492
1150,Out,2012,493
1151,Questionable,2012,1158
1152,Questionable,2012,1159
1153,Questionable,2012,1160
1154,Questionable,2012,1161
1155,Questionable,2012,1162
1156,Questionable,2012,1163
1157,Questionable,2012,1164
1158,Questionable,2012,1165
1159,Questionable,2012,1166
1160,Questionable,2012,1167
1161,Questionable,2012,1168
1162,Questionable,2012,1169
1163,Questionable,2012,1170
1164,Questionable,2012,1171
1165,Questionable,2012,1172
1166,Questionable,2012,1173
1167,Questionable,2012,1174
1168,Questionable,2012,1175
1169,Out,2012,494
1170,Questionable,2012,1176
1171,Questionable,2012,1177
1172,Out,2012,495
1173,Out,2012,496
1174,Questionable,2012,1178
1175,Out,2012,497
1176,Out,2012,498
1177,Out,2012,499
1178,Out,2013,1
1179,Out,2013,2
1180,Out,2013,3
1181,Out,2013,4
1182,Out,2013,5
1183,Questionable,2013,476
1184,Out,2013,6
1185,Out,2013,7
1186,Out,2013,8
1187,Out,2013,9
1188,Questionable,2013,477
1189,Questionable,2013,478
1190,Questionable,2013,479
1191,Questionable,2013,480
1192,Questionable,2013,481
1193,Questionable,2013,482
1194,Out,2013,10
1195,Questionable,2013,483
1196,Questionable,2013,484
1197,Questionable,2013,485
1198,Out,2013,11
1199,Questionable,2013,486
1200,Out,2013,12
1201,Out,2013,13
1202,Out,2013,14
1203,Questionable,2013,487
1204,Questionable,2013,488
1205,Questionable,2013,489
1206,Out,2013,15
1207,Out,2013,16
1208,Out,2013,17
1209,Questionable,2013,490
1210,Out,2013,18
1211,Out,2013,19
1212,Out,2013,20
1213,Questionable,2013,491
1214,Questionable,2013,492
1215,Questionable,2013,493
1216,Questionable,2013,494
1217,Questionable,2013,495
1218,Questionable,2013,496
